Ohnolog1	Ohnolog2
ADD2	ADD1
ADD2	ADD3
ADD1	ADD3
NAT8	NAT8L
DGUOK	DCK
MOB1A	MOB1B
MTHFD2	MTHFD2L
PCGF1	PCGF3
PCGF1	PCGF6
PCGF1	PCGF5
PCGF3	PCGF6
PCGF3	PCGF5
PCGF3	BMI1
PCGF6	PCGF5
PCGF6	BMI1
PCGF5	BMI1
BMI1	PCGF2
HTRA2	HTRA3
HTRA2	HTRA4
HTRA2	HTRA1
HTRA3	HTRA4
HTRA3	HTRA1
HTRA4	HTRA1
TACR1	TACR3
TACR1	TACR2
TACR3	TACR2
TCF7L1	LEF1
TCF7L1	TCF7
TCF7L1	TCF7L2
TCF7L1	TCF12
LEF1	TCF7
LEF1	TCF7L2
TCF7	TCF7L2
TCF7L2	TCF12
PROM2	PROM1
KCNIP3	KCNIP4
KCNIP3	KCNIP1
KCNIP3	KCNIP2
KCNIP4	KCNIP1
KCNIP4	KCNIP2
KCNIP1	KCNIP2
CNGA3	CNGA1
CNGA3	CNGA2
CNGA3	CNGA4
CNGA1	CNGA4
CNGA1	CNGA2
CNGA2	CNGA4
INPP4A	INPP4B
TSGA10	CEP135
AFF3	AFF1
AFF3	AFF4
AFF3	AFF2
AFF1	AFF4
AFF1	AFF2
AFF4	AFF2
PDCL3	PDCL2
NPAS2	CLOCK
TBC1D8	TBC1D9
TBC1D8	TBC1D9B
TBC1D8	TBC1D8B
TBC1D9	TBC1D9B
TBC1D9	TBC1D8B
TBC1D9B	TBC1D8B
RNF149	RNF150
RNF149	RNF130
RNF149	RNF128
RNF150	RNF130
RNF150	RNF128
RNF130	RNF128
SULT1C3	SULT1E1
SULT1C3	SULT1B1
SULT1C3	SULT2B1
SULT1C3	SULT2A1
SULT1C3	SULT4A1
SULT1E1	SULT1C2
SULT1E1	SULT1C4
SULT1E1	SULT4A1
SULT1B1	SULT1C2
SULT1B1	SULT1C4
SULT1B1	SULT4A1
SULT2B1	SULT1C2
SULT2B1	SULT1C4
SULT2B1	SULT6B1
SULT2B1	SULT4A1
SULT2A1	SULT1C2
SULT2A1	SULT1C4
SULT2A1	SULT6B1
SULT2A1	SULT4A1
SULT4A1	SULT1C2
SULT4A1	SULT1A4
SULT4A1	SLX1A-SULT1A3
SH3RF3	SH3RF1
SH3RF1	SH3RF2
SEPTIN10	SEPTIN11
SEPTIN10	SEPTIN8
SEPTIN10	SEPTIN14
SEPTIN10	SEPTIN6
SEPTIN11	SEPTIN8
SEPTIN11	SEPTIN14
SEPTIN11	SEPTIN6
SEPTIN8	SEPTIN14
SEPTIN8	SEPTIN6
SEPTIN14	SEPTIN6
C1QL2	C1QTNF7
C1QL2	C1QL3
C1QL2	C1QL4
C1QL2	C1QL1
C1QTNF7	C1QTNF2
C1QL3	C1QTNF4
C1QL3	C1QL4
C1QL3	C1QL1
C1QL4	ADIPOQ
C1QL4	C1QTNF4
C1QL4	C1QL1
C1QL4	CBLN2
C1QL1	C1QTNF2
C1QTNF2	ADIPOQ
C1QTNF2	C1QTNF1
C1QTNF2	OTOL1
LCT	KLB
KLB	KL
KL	LCTL
PDE11A	PDE5A
PDE5A	PDE6A
PDE5A	PDE6C
PDE6A	PDE6B
PDE6A	PDE6C
PDE6C	PDE6B
CASP8	CASP6
CASP6	CASP3
CASP6	CASP7
CASP3	CASP7
UGT1A6	UGT2A1
UGT1A6	UGT2B10
UGT1A6	UGT2B11
UGT1A6	UGT2B17
UGT1A6	UGT2B4
UGT1A6	UGT2B28
UGT1A6	UGT2B15
UGT1A6	UGT2B7
UGT1A6	UGT2A3
UGT1A6	UGT2A2
UGT1A6	UGT8
UGT2A1	UGT1A4
UGT2A1	UGT1A10
UGT2A1	UGT1A7
UGT2A1	UGT1A5
UGT2A1	UGT1A9
UGT2A1	UGT1A1
UGT2A1	UGT1A8
UGT2A1	UGT8
UGT2A1	UGT1A3
UGT2B10	UGT1A4
UGT2B10	UGT1A10
UGT2B10	UGT1A7
UGT2B10	UGT1A5
UGT2B10	UGT1A9
UGT2B10	UGT1A1
UGT2B10	UGT1A8
UGT2B10	UGT8
UGT2B10	UGT1A3
UGT2B11	UGT1A4
UGT2B11	UGT1A10
UGT2B11	UGT1A7
UGT2B11	UGT1A5
UGT2B11	UGT1A9
UGT2B11	UGT1A1
UGT2B11	UGT1A8
UGT2B11	UGT8
UGT2B11	UGT1A3
UGT2B17	UGT1A4
UGT2B17	UGT1A10
UGT2B17	UGT1A7
UGT2B17	UGT1A5
UGT2B17	UGT1A9
UGT2B17	UGT1A1
UGT2B17	UGT1A8
UGT2B17	UGT8
UGT2B17	UGT1A3
UGT2B4	UGT1A4
UGT2B4	UGT1A10
UGT2B4	UGT1A7
UGT2B4	UGT1A5
UGT2B4	UGT1A9
UGT2B4	UGT1A1
UGT2B4	UGT1A8
UGT2B4	UGT8
UGT2B4	UGT1A3
UGT2B28	UGT1A4
UGT2B28	UGT1A10
UGT2B28	UGT1A7
UGT2B28	UGT1A5
UGT2B28	UGT1A9
UGT2B28	UGT1A1
UGT2B28	UGT1A8
UGT2B28	UGT8
UGT2B28	UGT1A3
UGT2B15	UGT1A4
UGT2B15	UGT1A10
UGT2B15	UGT1A7
UGT2B15	UGT1A5
UGT2B15	UGT1A9
UGT2B15	UGT1A1
UGT2B15	UGT1A8
UGT2B15	UGT8
UGT2B15	UGT1A3
UGT2B7	UGT1A4
UGT2B7	UGT1A10
UGT2B7	UGT1A7
UGT2B7	UGT1A5
UGT2B7	UGT1A9
UGT2B7	UGT1A1
UGT2B7	UGT1A8
UGT2B7	UGT8
UGT2B7	UGT1A3
UGT2A3	UGT1A4
UGT2A3	UGT1A10
UGT2A3	UGT1A7
UGT2A3	UGT1A5
UGT2A3	UGT1A9
UGT2A3	UGT1A1
UGT2A3	UGT1A8
UGT2A3	UGT8
UGT2A3	UGT1A3
ADCY8	ADCY2
ADCY8	ADCY8
ADCY8	ADCY6
ADCY8	ADCY7
ADCY2	ADCY5
ADCY2	ADCY4
ADCY2	ADCY7
ADCY6	ADCY5
ADCY6	ADCY1
ADCY6	ADCY7
ADCY7	ADCY5
ADCY7	ADCY1
ADCY7	ADCY4
AC007318.1	VDAC1
AC007318.1	VDAC3
VDAC1	VDAC3
VDAC1	VDAC2
VDAC3	VDAC2
GFPT1	GFPT2
PCYOX1	PCYOX1L
PAIP2B	PAIP2
TLX2	TLX3
TLX2	TLX1
TLX3	TLX1
DOK1	DOK3
DOK1	DOK2
DOK1	DOK6
DOK3	DOK2
DOK2	DOK6
HK2	HK3
HK2	HK1
HK2	HKDC1
HK2	GCK
HK3	GCK
HK3	HKDC1
HK3	HK1
HK1	GCK
HKDC1	GCK
CTNNA2	CTNNA1
CTNNA2	CTNNA3
CTNNA1	CTNNA3
REEP1	REEP2
REEP1	REEP4
REEP1	REEP3
REEP2	REEP4
REEP2	REEP3
REEP4	REEP3
KDM3A	KDM3B
KDM3A	JMJD1C
KDM3A	HR
KDM3B	JMJD1C
RMND5A	RMND5B
FABP1	FABP6
FOXI3	FOXI1
FOXI3	FOXI2
FOXI1	FOXI2
DUSP2	DUSP1
DUSP2	DUSP4
DUSP2	DUSP5
DUSP1	DUSP4
DUSP1	DUSP5
DUSP4	DUSP5
LMAN2L	LMAN2
MGAT4A	MGAT4B
MGAT4A	MGAT4C
MGAT4A	MGAT4D
MGAT4B	MGAT4D
PSD4	PSD2
PSD4	PSD3
PSD4	PSD
PSD2	PSD3
PSD2	PSD
PSD3	PSD
CLK1	CLK4
ENSAP3	AC068538.1
MARCHF4	MARCHF11
MARCHF4	MARCHF9
MARCHF11	MARCHF9
RETREG2	RETREG1
RETREG2	RETREG3
RETREG1	RETREG3
RNF144A	RNF144B
MBOAT2	MBOAT1
MBOAT2	MBOAT4
TDRD15	TDRD6
FKBP1B	FKBP1C
FKBP1B	FKBP1A
GPR45	GPR63
DNAH7	DNAH10
DNAH10	DNAH3
FN1	COL12A1
COL12A1	COL14A1
COL14A1	COL20A1
COL14A1	COL7A1
SLC16A12	SLC16A9
ACTR3	ACTR3B
ACTR3	ACTR3C
DPP10	DPP6
DPP6	DPP4
DPP6	FAP
RALB	RALA
INHBB	INHBA
INHBB	INHBE
INHBB	INHBC
INHBA	INHBC
INHBA	INHBE
GLI2	GLI3
GLI2	GLI1
GLI3	GLI1
GLI1	GLIS3
CNTNAP5	CNTNAP2
CNTNAP5	CNTNAP3B
CNTNAP5	CNTNAP1
CNTNAP2	CNTNAP3
CNTNAP2	CNTNAP3B
CNTNAP2	CNTNAP4
CNTNAP2	CNTNAP1
CNTNAP3B	CNTNAP4
CNTNAP1	CNTNAP4
BIN1	AMPH
BIN1	BIN2
AMPH	BIN2
THSD7B	THSD7A
UPP2	UPP1
ITGB6	ITGB8
ITGB6	ITGB1
ITGB6	ITGB7
ITGB6	ITGB2
ITGB6	RP11-290H9.2
ITGB6	ITGB4
ITGB6	ITGB3
ITGB8	ITGB5
ITGB8	ITGB7
ITGB8	RP11-290H9.2
ITGB8	ITGB2
ITGB8	ITGB3
ITGB8	ITGB4
ITGB1	ITGB5
ITGB1	ITGB7
ITGB1	RP11-290H9.2
ITGB1	ITGB2
ITGB1	ITGB3
ITGB7	ITGB2
ITGB2	ITGB5
ITGB2	RP11-290H9.2
ITGB2	ITGB4
ITGB2	ITGB3
ITGB5	RP11-290H9.2
ITGB5	ITGB3
GCA	SRI
FIGN	FIGNL1
GRB14	GRB10
GRB14	GRB7
GRB14	RAPH1
GRB14	APBB1IP
GRB10	GRB7
GRB10	RAPH1
GRB10	APBB1IP
GRB7	RAPH1
GRB7	APBB1IP
ABCB11	ABCB4
ABCB11	ABCB5
ABCB11	ABCB1
DYNC1I2	DYNC1I1
SLC25A12	SLC25A13
DLX1	DLX6
DLX1	DLX5
DLX1	DLX4
DLX1	DLX3
DLX6	DLX2
DLX6	DLX4
DLX6	DLX3
DLX5	DLX2
DLX5	DLX4
DLX5	DLX3
DLX4	DLX2
DLX3	DLX2
PDK1	PDK4
PDK1	PDK2
PDK1	PDK3
PDK4	PDK2
PDK4	PDK3
RAPGEF4	RAPGEF5
RAPGEF4	RAPGEF3
RAPGEF4	RAPGEFL1
RAPGEF5	RAPGEF3
RAPGEF5	RAPGEFL1
RAPGEF3	RAPGEFL1
CDCA7	CDCA7L
SP3	SP4
SP3	SP1
SP3	SP2
SP4	SP1
SP4	SP2
SP1	SP2
SP9	SP8
SP9	SP7
SP9	SP6
SP8	SP7
SP8	SP6
SP7	SP6
SP6	SP5
SCRN3	SCRN1
SCRN3	SCRN2
SCRN1	SCRN2
CHN1	CHN2
EVX2	EVX1
HOXD13	HOXA13
HOXD13	HOXC13
HOXD13	HOXB13
HOXA13	HOXC13
HOXA13	HOXB13
HOXC13	HOXB13
HOXB13	HOXC12
HOXD11	HOXA11
HOXD11	HOXC11
HOXA11	HOXC11
HOXA11	HOXD12
HOXC11	HOXD10
HOXC11	HOXA9
HOXD10	HOXA9
HOXD10	HOXC9
HOXD10	HOXC10
HOXD10	HOXB9
HOXD10	HOXA10
HOXA9	HOXD9
HOXA9	HOXC10
HOXA9	HOXC9
HOXA9	HOXB9
HOXC9	HOXB9
HOXC10	HOXB9
HOXC10	HOXA10
HOXD4	HOXA6
HOXD4	HOXA5
HOXD4	HOXA7
HOXD4	HOXA4
HOXD4	HOXC5
HOXD4	HOXC6
HOXD4	HOXC4
HOXD4	HOXB6
HOXD4	HOXB4
HOXD4	HOXB5
HOXA6	HOXC6
HOXA6	HOXC4
HOXA6	HOXC5
HOXA6	HOXB4
HOXA6	HOXB5
HOXA6	HOXB6
HOXA5	HOXC4
HOXA5	HOXC5
HOXA5	HOXC6
HOXA5	HOXB5
HOXA5	HOXB4
HOXA5	HOXB6
HOXA5	RP11-834C11.12
HOXA7	HOXC4
HOXA7	HOXC6
HOXA7	HOXC5
HOXA7	HOXC8
HOXA7	HOXB4
HOXA7	HOXB8
HOXA7	HOXB5
HOXA7	HOXB7
HOXA4	HOXC4
HOXA4	HOXC5
HOXA4	HOXB5
HOXA4	HOXB4
HOXA4	HOXB6
HOXC5	HOXB5
HOXC5	HOXB6
HOXC5	HOXB4
HOXC6	HOXB6
HOXC6	HOXB4
HOXC6	HOXB5
HOXC6	HOXB8
HOXC4	HOXB5
HOXC4	HOXB6
HOXC4	HOXB4
HOXB5	RP11-834C11.12
HOXC8	HOXD8
HOXC8	HOXB8
HOXB8	HOXD8
HOXD3	HOXA3
HOXD3	HOXB3
HOXA3	HOXB3
HOXD1	HOXA1
HOXD1	HOXB1
HOXA1	HOXB1
HNRNPA3	HNRNPA2B1
HNRNPA3	HNRNPA1
HNRNPA3	HNRNPA1P7
HNRNPA3	HNRNPA0
HNRNPA3	HNRNPA1L2
HNRNPA2B1	HNRNPA1
HNRNPA2B1	HNRNPA1P7
HNRNPA1	HNRNPA1P4
HNRNPA1	HNRNPA1P7
HNRNPA1	HNRNPA0
HNRNPA1P7	HNRNPA0
HNRNPA1P7	HNRNPA1P4
OSBPL6	OSBPL3
OSBPL6	OSBPL7
OSBPL3	OSBPL7
PJVK	GSDME
FKBP7	FKBP14
PLEKHA3	PLEKHA8
PLEKHA8	GLTP
GLTP	PLEKHA8P1
NEUROD1	NEUROD6
NEUROD1	NEUROD4
NEUROD1	NEUROD2
NEUROD6	NEUROD4
NEUROD6	NEUROD2
NEUROD4	NEUROD2
PDE1A	PDE1C
PDE1A	PDE1B
PDE1C	PDE1B
FRZB	SFRP4
ZNF804A	ZNF804B
ZNF804A	GPATCH8
ZNF804B	GPATCH8
STK17B	STK17A
HECW2	HECW1
BZW1	BZW2
FAM126B	FAM126A
CDK15	CDK14
FZD7	FZD1
FZD7	FZD3
FZD7	FZD2
FZD1	FZD2
FZD3	FZD6
FZD3	FZD2
FAM117B	GLCCI1
FAM117B	FAM117A
GLCCI1	FAM117A
ICA1L	ICA1
FZD5	FZD9
FZD5	FZD8
FZD5	FZD10
FZD9	FZD8
FZD9	FZD4
FZD9	FZD10
FZD8	FZD4
FZD10	FZD4
LANCL1	LANCL2
ERBB4	EGFR
ERBB4	ERBB3
ERBB4	ERBB2
EGFR	ERBB3
EGFR	ERBB2
ERBB3	ERBB2
IKZF2	IKZF1
IKZF2	IKZF4
IKZF2	IKZF3
IKZF1	IKZF4
IKZF1	IKZF3
IKZF4	IKZF3
ABCA12	ABCA13
IGFBP2	IGFBP1
IGFBP2	IGFBP3
IGFBP2	IGFBP6
IGFBP2	IGFBP4
IGFBP1	IGFBP5
IGFBP1	IGFBP6
IGFBP1	IGFBP4
IGFBP3	IGFBP5
IGFBP3	IGFBP6
IGFBP3	IGFBP4
IGFBP6	IGFBP5
IGFBP6	IGFBP4
IGFBP4	IGFBP5
TNS1	TNS3
TNS3	TNS4
PRKAG3	PRKAG2
PRKAG3	PRKAG1
PRKAG2	PRKAG1
IHH	SHH
IHH	DHH
SHH	DHH
ZFAND2B	ZFAND2A
ATG9A	ATG9B
PTPRN	PTPRN2
CHPF	CHPF2
SLC4A3	SLC4A2
SLC4A3	SLC4A1
SLC4A2	SLC4A1
MOGAT1	MOGAT3
MOGAT1	MOGAT2
MOGAT1	DGAT2
MOGAT1	AWAT2
MOGAT1	AWAT1
MOGAT1	DGAT2L6
MOGAT3	DGAT2L6
MOGAT3	AWAT2
MOGAT3	DGAT2
MOGAT3	MOGAT2
MOGAT3	AWAT1
MOGAT2	AWAT2
MOGAT2	AWAT1
MOGAT2	DGAT2L6
DGAT2	DGAT2L6
DGAT2	AWAT2
DGAT2	AWAT1
AGFG1	AGFG2
GIGYF2	GIGYF1
ARL4C	ARL4A
ARL4C	ARL4D
ARL4A	ARL4D
SH3BP4	MACC1
AGAP1	AGAP3
AGAP1	AGAP4
AGAP1	AGAP5
AGAP1	AL136982.1
AGAP1	AGAP6
AGAP1	AGAP2
AGAP3	AL136982.1
AGAP3	AGAP2
AGAP3	AGAP5
AGAP3	AGAP4
AGAP3	AGAP9
AGAP3	AGAP6
AGAP3	AGAP14P
AGAP4	AGAP5
AGAP4	AL136982.1
AGAP4	AGAP2
AGAP5	AGAP6
AGAP5	AGAP2
AL136982.1	AGAP6
AGAP6	AGAP2
AGAP2	AGAP9
AGAP2	AGAP14P
GBX2	GBX1
ASB18	ASB10
ASB18	ASB16
ASB10	ASB16
HDAC4	HDAC9
HDAC4	HDAC7
HDAC4	HDAC5
HDAC9	HDAC7
HDAC9	HDAC5
HDAC7	HDAC5
GPC1	GPC2
GPC1	GPC5
GPC1	GPC6
GPC1	GPC4
GPC1	GPC3
GPC2	GPC5
GPC2	GPC6
GPC2	GPC3
GPC2	GPC4
GPC5	GPC4
GPC5	GPC3
GPC6	GPC3
GPC6	GPC4
GAL3ST2	GAL3ST4
GAL3ST2	GAL3ST3
GAL3ST2	GAL3ST1
GAL3ST4	GAL3ST1
GAL3ST3	GAL3ST1
SNTG2	SNTG1
MYT1L	ST18
MYT1L	MYT1
ST18	MYT1
COLEC11	COLEC10
KLF11	KLF10
RRM2	RRM2B
ATP6V1C2	ATP6V1C1
KCNF1	KCNS2
KCNF1	KCNB2
KCNF1	KCNV1
KCNF1	KCNB1
KCNF1	KCNS1
KCNF1	KCNG1
KCNS2	KCNS3
KCNS2	KCNG3
KCNS2	KCNV2
KCNS2	KCNG4
KCNS2	KCNG1
KCNS2	KCNB1
KCNS2	KCNS1
KCNB2	KCNS3
KCNB2	KCNG3
KCNB2	KCNG4
KCNB2	KCNS1
KCNB2	KCNG1
KCNB2	KCNB1
KCNB2	KCNV2
KCNV1	KCNS3
KCNV1	KCNG3
KCNV1	KCNV2
KCNV1	KCNG4
KCNV1	KCNB1
KCNV1	KCNS1
KCNB1	KCNS3
KCNB1	KCNG4
KCNB1	KCNG2
KCNS1	KCNS3
KCNS1	KCNG4
KCNG1	KCNS3
KCNG1	KCNG4
KCNG1	KCNG2
KCNS3	KCNG3
KCNV2	KCNG4
KCNG4	KCNG2
TRIB2	TRIB1
TRIB2	TRIB3
TRIB1	TRIB3
CYRIA	CYRIB
OSR1	OSR2
LAPTM4A	LAPTM4B
KLHL29	KLHL38
ATAD2B	ATAD2
UBXN2A	UBXN2B
UBXN2A	NSFL1C
UBXN2B	NSFL1C
NCOA1	NCOA2
NCOA1	NCOA3
NCOA2	NCOA3
EFR3B	EFR3A
OTOF	FER1L6
OTOF	FER1L4
FER1L6	DYSF
FER1L6	MYOF
FER1L6	FER1L4
FER1L4	DYSF
DYSF	MYOF
KCNK3	KCNK9
KCNK3	KCNK15
KCNK9	KCNK15
DPYSL5	DPYS
DPYSL5	DPYSL2
DPYSL5	DPYSL4
DPYSL5	CRMP1
DPYS	DPYSL3
DPYS	DPYSL2
DPYSL3	CRMP1
DPYSL3	DPYSL2
DPYSL3	DPYSL4
DPYSL2	CRMP1
DPYSL2	DPYSL4
DNAJC5G	DNAJC5B
DNAJC5G	DNAJC5
DNAJC5B	DNAJC5
SNX17	SNX31
ATP6V1B1	ATP6V1B2
LOXL3	LOXL2
LOXL3	LOXL4
LOXL2	LOXL4
LOXL2	LOXL1
LOXL2	LOX
LOXL4	MARCO
LOXL4	SCARA5
LOXL4	LOXL1
LOXL4	LOX
LOXL4	MSR1
LONRF2	LONRF1
LONRF2	LONRF3
LONRF1	LONRF3
SLC39A10	SLC39A14
SLC39A10	SLC39A6
SLC39A10	SLC39A5
SLC39A14	SLC39A8
SLC39A14	SLC39A6
SLC39A6	SLC39A5
SLC39A8	SLC39A12
TMBIM1	GRINA
TMBIM1	FAIM2
GRINA	FAIM2
DES	NEFM
DES	VIM
DES	KRT8
DES	KRT77
DES	KRT82
DES	KRT80
DES	KRT1
DES	KRT84
DES	PRPH
DES	KRT2
DES	KRT18
DES	KRT4
DES	KRT6A
DES	KRT6C
DES	KRT86
DES	KRT6B
DES	KRT79
DES	KRT75
DES	KRT5
DES	KRT7
DES	KRT83
DES	KRT19
DES	KRT33A
DES	KRT15
DES	KRT17P2
DES	GFAP
DES	KRT14
DES	KRT16
DES	KRT10
DES	NEFH
DES	KRT85
DES	KRT81
NEFM	VIM
NEFM	INA
NEFM	KRT10
NEFM	KRT14
NEFM	KRT19
NEFM	KRT17P2
NEFM	KRT15
NEFM	GFAP
NEFM	KRT16
NEFM	KRT85
NEFM	KRT81
NEFM	KRT82
NEFM	KRT83
NEFM	KRT86
NEFM	KRT80
NEFM	KRT84
NEFM	PRPH
VIM	INA
VIM	KRT1
VIM	KRT7
VIM	KRT18
VIM	KRT2
VIM	KRT83
VIM	KRT5
VIM	KRT4
VIM	KRT6A
VIM	KRT86
VIM	KRT8
VIM	KRT84
VIM	KRT6B
VIM	KRT79
VIM	KRT80
VIM	KRT77
VIM	KRT82
VIM	KRT75
VIM	KRT6C
VIM	PRPH
VIM	KRT10
VIM	KRT33A
VIM	KRT16
VIM	KRT15
VIM	KRT14
VIM	KRT19
VIM	KRT17P2
VIM	GFAP
VIM	KRT85
VIM	KRT81
VIM	NEFL
VIM	NEFH
KRT8	KRT14
KRT8	GFAP
KRT8	KRT33A
KRT8	KRT17P2
KRT8	KRT16
KRT8	KRT19
KRT8	KRT10
KRT8	KRT15
KRT77	KRT14
KRT77	KRT33A
KRT77	KRT17P2
KRT77	KRT15
KRT77	KRT10
KRT77	KRT16
KRT77	GFAP
KRT77	KRT19
KRT82	KRT17P2
KRT82	KRT19
KRT82	KRT15
KRT82	KRT10
KRT82	GFAP
KRT82	KRT14
KRT82	KRT16
KRT82	KRT33A
KRT82	NEFL
KRT80	KRT17P2
KRT80	KRT16
KRT80	KRT15
KRT80	KRT33A
KRT80	KRT14
KRT80	GFAP
KRT80	NEFL
KRT1	KRT33A
KRT1	GFAP
KRT1	KRT10
KRT1	KRT16
KRT1	KRT19
KRT1	KRT14
KRT1	KRT17P2
KRT1	KRT15
KRT84	KRT15
KRT84	KRT19
KRT84	KRT17P2
KRT84	KRT14
KRT84	KRT10
KRT84	KRT16
KRT84	KRT33A
KRT84	GFAP
KRT84	NEFL
PRPH	KRT14
PRPH	KRT10
PRPH	KRT19
PRPH	GFAP
PRPH	KRT15
PRPH	KRT16
PRPH	KRT17P2
PRPH	KRT33A
PRPH	INA
PRPH	NEFL
KRT2	KRT33A
KRT2	KRT15
KRT2	KRT14
KRT2	KRT10
KRT2	GFAP
KRT2	KRT17P2
KRT2	KRT19
KRT2	KRT16
KRT18	KRT33A
KRT18	KRT17P2
KRT18	KRT9
KRT18	KRT14
KRT18	GFAP
KRT18	KRT15
KRT18	KRT19
KRT18	KRT10
KRT18	KRT23
KRT18	KRT16
KRT4	KRT17P2
KRT4	KRT15
KRT4	KRT16
KRT4	KRT10
KRT4	KRT19
KRT4	KRT33A
KRT4	GFAP
KRT4	KRT14
KRT6A	KRT19
KRT6A	KRT15
KRT6A	KRT16
KRT6A	GFAP
KRT6A	KRT17P2
KRT6A	KRT14
KRT6A	KRT10
KRT6A	KRT33A
KRT6C	KRT19
KRT6C	GFAP
KRT6C	KRT15
KRT6C	KRT17P2
KRT6C	KRT10
KRT6C	KRT33A
KRT6C	KRT14
KRT6C	KRT16
KRT86	KRT16
KRT86	KRT14
KRT86	GFAP
KRT86	KRT10
KRT86	KRT19
KRT86	KRT15
KRT86	KRT17P2
KRT86	NEFL
KRT6B	KRT15
KRT6B	KRT14
KRT6B	GFAP
KRT6B	KRT19
KRT6B	KRT16
KRT6B	KRT17P2
KRT6B	KRT10
KRT6B	KRT33A
KRT79	KRT10
KRT79	KRT15
KRT79	GFAP
KRT79	KRT16
KRT79	KRT14
KRT79	KRT19
KRT79	KRT17P2
KRT75	KRT15
KRT75	KRT16
KRT75	KRT19
KRT75	KRT33A
KRT75	GFAP
KRT75	KRT14
KRT75	KRT10
KRT75	KRT17P2
KRT5	KRT33A
KRT5	KRT16
KRT5	KRT15
KRT5	GFAP
KRT5	KRT10
KRT5	KRT17P2
KRT5	KRT19
KRT5	KRT14
KRT7	KRT33A
KRT7	KRT19
KRT7	KRT10
KRT7	KRT15
KRT7	KRT16
KRT7	KRT14
KRT7	GFAP
KRT7	KRT17P2
KRT83	KRT17P2
KRT83	KRT10
KRT83	KRT19
KRT83	KRT14
KRT83	KRT15
KRT83	KRT16
KRT83	GFAP
KRT83	NEFL
KRT19	INA
KRT15	INA
KRT17P2	INA
GFAP	KRT85
GFAP	KRT81
GFAP	INA
GFAP	NEFL
KRT14	INA
KRT16	INA
KRT10	INA
INA	NEFL
COL4A1	COL4A6
COL4A1	COL4A5
COL4A2	COL4A5
COL4A2	COL4A6
ZAP70	SYK
PAX8	PAX5
PAX8	PAX2
PAX5	PAX2
CBWD2	CBWD6
PTPN4	PTPN3
EPB41L5	EPB41L4B
NR4A2	NR4A3
NR4A2	NR4A1
NR4A3	NR4A1
ACVR1C	TGFBR1
ACVR1C	ACVR1B
TGFBR1	ACVR1B
GALNT3	GALNT12
GALNT3	GALNT6
GALNT12	GALNT6
TMEFF2	MSANTD3
B3GNT3	B3GNT2
B3GNT3	B3GNT4
TIA1	TIAL1
VAX2	VAX1
CYP26B1	CYP26C1
CYP26B1	CYP26A1
EXOC6B	EXOC6
EMX1	EMX2
STAMBP	STAMBPL1
TET3	TET1
TET3	TET2
TET1	TET2
RTKN	RTKN2
LBX2	LBX1
DQX1	DHX32
MAT2A	MAT1A
GPAT2	GPAM
CNNM4	CNNM1
CNNM4	CNNM2
CNNM1	CNNM3
CNNM2	CNNM3
ANKRD23	ANKRD1
ANKRD23	ANKRD2
ACTR1B	ACTR1A
NT5DC4	NT5C2
C1QTNF4	C1QTNF6
DBI	ACBD7
ARHGAP15	ARHGAP12
ARHGAP15	ARHGAP9
ARHGAP15	ARHGAP27
ARHGAP12	ARHGAP9
ARHGAP12	ARHGAP27
ZEB2	ZEB1
EPC2	EPC1
KIF5C	KIF5B
KIF5C	KIF5A
KIF5B	KIF5A
ARL5A	ARL5B
ARL5A	ARL5C
ARL5B	ARL5C
CACNB4	CACNB2
CACNB4	CACNB3
CACNB4	CACNB1
CACNB2	CACNB3
CACNB2	CACNB1
CACNB3	CACNB1
STAM2	STAM
MYO3B	MYO3A
GAD1	GAD2
ITGAV	ITGA8
ITGAV	ITGA5
ITGAV	ITGA2B
ITGA8	ITGA5
ITGA8	ITGA2B
ITGA5	ITGA2B
MPP4	MPP7
MPP4	MPP3
MPP7	MPP3
MPP3	DLG1
MPP3	MPP2
MPP3	LLGL1
ABI2	ABI1
ABI2	ABI3
ABI1	ABI3
PARD3B	PARD3
NRP2	NRP1
KLF7	KLF6
CREB1	CREM
CREB1	ATF1
CREM	ATF1
CCNYL1	CCNYL2
CCNYL1	CCNY
FOSL2	FOSL1
FOSL2	FOS
FOSL2	FOSB
FOSL1	FOS
FOSL1	FOSB
FOS	FOSB
EHD3	EHD1
EHD3	EHD4
EHD3	EHD2
EHD1	EHD4
EHD1	EHD2
EHD4	EHD2
LTBP1	LTBP3
LTBP1	LTBP2
LTBP1	LTBP4
LTBP3	LTBP2
LTBP3	LTBP4
LTBP2	LTBP4
RASGRP3	RASGRP2
RASGRP3	RASGRP1
RASGRP3	RASGRP4
RASGRP2	RASGRP1
RASGRP2	RASGRP4
RASGRP1	RASGRP4
ATL2	ATL3
ATL2	ATL1
ATL3	ATL1
MAP4K3	MAP4K2
MAP4K3	MAP4K5
MAP4K3	MAP4K1
MAP4K2	MAP4K5
MAP4K2	MAP4K1
MAP4K5	MAP4K1
EML4	EML3
EML4	EML1
EML4	EML5
EML4	EML2
EML3	EML6
EML3	EML1
EML3	EML5
EML3	EML2
EML1	EML6
EML1	EML2
EML5	EML6
EML5	EML2
EML2	EML6
MTA3	MTA2
MTA3	MTA1
MTA2	MTA1
NRXN1	NRXN2
NRXN1	NRXN3
NRXN2	NRXN3
SPTBN1	SPTBN2
SPTBN1	SPTB
SPTBN1	SPTBN4
